1393893925000,40.15419851,-105.12912977,1603.2374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393893926000,40.15419839,-105.12912986,1603.2374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393893927000,40.15419828,-105.12912993,1603.2374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393893928000,40.15419823,-105.12912996,1603.2374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393893929000,40.15419814,-105.12912996,1603.2374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393893930000,40.15419801,-105.12913,1603.2374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393893931000,40.15419783,-105.12913008,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893932000,40.15419775,-105.1291301,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893933000,40.15419761,-105.12913016,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893934000,40.15419745,-105.12913025,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893935000,40.15419724,-105.12913037,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893936000,40.15419706,-105.1291305,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893937000,40.15419691,-105.12913061,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893938000,40.15419681,-105.12913072,1603.337454371875,3,7,8,9,10,13,16,19,23,27,
1393893939000,40.15419675,-105.12913081,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893940000,40.15419671,-105.1291309,1603.337454371875,3,7,8,9,10,13,16,19,23,27,
1393893941000,40.15419669,-105.129131,1603.337454371875,3,7,8,9,10,13,16,19,23,27,
1393893942000,40.15419665,-105.12913111,1603.337454371875,3,7,8,9,10,13,16,19,23,27,
1393893943000,40.15419668,-105.12913114,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893944000,40.15419668,-105.12913122,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893945000,40.15419664,-105.1291313,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893946000,40.15419661,-105.12913139,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893947000,40.15419657,-105.12913146,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893948000,40.15419651,-105.12913151,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893949000,40.15419648,-105.12913158,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893950000,40.15419648,-105.12913164,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893951000,40.15419644,-105.12913169,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893952000,40.15419647,-105.12913171,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393893953000,40.15419642,-105.12913169,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393893954000,40.15419639,-105.12913165,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393893955000,40.15419632,-105.12913163,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393893956000,40.15419622,-105.12913163,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393893957000,40.1541961,-105.12913162,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393893958000,40.15419596,-105.12913161,1603.5375276140625,3,7,8,10,13,16,19,23,27,
1393893959000,40.15419584,-105.12913157,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893960000,40.1541957,-105.12913151,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893961000,40.1541956,-105.12913145,1603.437552028125,3,7,8,10,13,16,19,23,27,
1393893962000,40.15419551,-105.12913139,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893963000,40.15419533,-105.12913138,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893964000,40.15419518,-105.1291314,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893965000,40.15419508,-105.1291314,1603.437552028125,3,7,8,10,13,16,19,23,27,
1393893966000,40.15419499,-105.1291314,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893967000,40.15419491,-105.12913141,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893968000,40.15419485,-105.12913145,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893969000,40.15419481,-105.12913151,1603.437552028125,3,7,8,10,13,16,19,23,27,
1393893970000,40.1541948,-105.1291316,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893971000,40.1541948,-105.12913167,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893972000,40.15419484,-105.12913177,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893973000,40.15419483,-105.12913187,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893974000,40.15419478,-105.12913197,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893975000,40.1541948,-105.12913202,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893976000,40.1541948,-105.12913207,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893977000,40.15419479,-105.12913207,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893978000,40.15419478,-105.12913205,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893979000,40.15419469,-105.12913203,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893980000,40.15419472,-105.12913197,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893981000,40.15419467,-105.12913191,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893982000,40.15419466,-105.12913184,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393893983000,40.15419466,-105.12913181,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893984000,40.15419461,-105.12913172,1603.337454371875,3,7,8,9,10,13,16,19,23,27,
1393893985000,40.15419458,-105.12913167,1603.337454371875,3,7,8,9,10,13,16,19,23,27,
1393893986000,40.15419455,-105.12913171,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893987000,40.15419461,-105.12913173,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893988000,40.15419463,-105.12913179,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893989000,40.15419471,-105.1291318,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893990000,40.15419476,-105.1291318,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893991000,40.15419487,-105.1291318,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893992000,40.15419493,-105.12913183,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893993000,40.15419502,-105.12913184,1603.337454371875,3,7,8,9,10,13,16,19,23,27,28,
1393893994000,40.15419514,-105.12913181,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893995000,40.15419526,-105.12913179,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893996000,40.15419535,-105.12913185,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893997000,40.15419544,-105.12913185,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893998000,40.15419548,-105.12913188,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393893999000,40.15419551,-105.12913197,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393894000000,40.15419556,-105.12913196,1603.437552028125,3,7,8,9,10,13,16,19,23,27,28,
1393894001000,40.15419561,-105.12913195,1603.5375276140625,3,7,8,10,13,16,19,23,27,28,
1393894002000,40.15419565,-105.12913196,1603.437552028125,3,7,8,10,13,16,19,23,27,
1393894003000,40.15419572,-105.129132,1603.5375276140625,3,7,8,10,13,16,19,23,27,28,
1393894004000,40.15419576,-105.12913202,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,28,
1393894005000,40.15419578,-105.12913209,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,28,
1393894006000,40.1541958,-105.12913216,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,28,
1393894007000,40.15419583,-105.12913222,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,28,
1393894008000,40.15419583,-105.1291323,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,28,
1393894009000,40.15419578,-105.12913242,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,28,
1393894010000,40.15419574,-105.12913249,1603.6375032,3,7,8,9,10,13,16,19,23,27,28,
1393894011000,40.15419572,-105.12913253,1603.6375032,3,7,8,9,10,13,16,19,23,27,28,
1393894012000,40.15419569,-105.12913255,1603.6375032,3,7,8,9,10,13,16,19,23,27,28,
1393894013000,40.1541957,-105.12913255,1603.6375032,3,7,8,9,10,13,16,19,23,27,28,
1393894014000,40.15419571,-105.12913259,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894015000,40.15419573,-105.12913257,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894016000,40.15419568,-105.12913256,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894017000,40.1541956,-105.12913255,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894018000,40.15419555,-105.12913258,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894019000,40.15419549,-105.1291326,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894020000,40.15419548,-105.12913257,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894021000,40.1541955,-105.12913253,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,
1393894022000,40.15419544,-105.1291325,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894023000,40.1541954,-105.12913244,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,
1393894024000,40.15419542,-105.12913235,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,
1393894025000,40.15419541,-105.12913229,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,
1393894026000,40.15419534,-105.12913222,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,28,
1393894027000,40.15419529,-105.12913216,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,
1393894028000,40.15419522,-105.12913216,1603.7374787859375,3,7,8,9,10,13,16,19,23,27,
1393894029000,40.15419513,-105.12913214,1603.6375032,3,7,8,9,10,13,16,19,23,27,
1393894030000,40.15419505,-105.1291321,1603.6375032,3,7,8,9,10,13,16,19,23,27,
1393894031000,40.15419493,-105.12913212,1603.6375032,3,7,8,9,10,13,16,19,23,27,
1393894032000,40.15419487,-105.12913212,1603.6375032,3,7,8,9,10,13,16,19,23,27,
1393894033000,40.1541948,-105.12913212,1603.6375032,3,7,8,9,10,13,16,19,23,27,
1393894034000,40.15419478,-105.1291321,1603.6375032,3,7,8,9,10,13,16,19,23,27,
1393894035000,40.15419475,-105.12913212,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894036000,40.15419468,-105.12913221,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894037000,40.15419463,-105.12913228,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894038000,40.15419458,-105.12913233,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894039000,40.15419449,-105.12913237,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894040000,40.15419441,-105.12913239,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894041000,40.15419435,-105.12913235,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894042000,40.15419429,-105.12913232,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894043000,40.15419421,-105.1291323,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894044000,40.15419415,-105.1291323,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894045000,40.15419407,-105.12913232,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894046000,40.15419401,-105.12913231,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894047000,40.1541939,-105.12913234,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894048000,40.15419381,-105.12913236,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894049000,40.15419374,-105.12913239,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894050000,40.15419373,-105.12913237,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894051000,40.15419371,-105.12913236,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894052000,40.15419372,-105.12913231,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894053000,40.1541937,-105.12913227,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894054000,40.15419365,-105.12913225,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894055000,40.15419363,-105.12913224,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894056000,40.15419365,-105.1291322,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894057000,40.15419364,-105.12913218,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894058000,40.15419366,-105.12913216,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894059000,40.15419367,-105.1291321,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894060000,40.15419371,-105.12913207,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894061000,40.15419372,-105.12913209,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894062000,40.15419375,-105.12913204,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894063000,40.15419378,-105.129132,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894064000,40.15419382,-105.12913202,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894065000,40.1541939,-105.12913203,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894066000,40.15419395,-105.129132,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894067000,40.15419401,-105.12913199,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894068000,40.15419409,-105.12913193,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894069000,40.15419421,-105.12913185,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894070000,40.15419434,-105.12913173,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894071000,40.15419447,-105.12913163,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894072000,40.15419463,-105.12913154,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894073000,40.15419471,-105.12913142,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894074000,40.15419476,-105.12913132,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894075000,40.15419486,-105.12913121,1603.437552028125,3,8,9,10,13,16,19,23,27,
1393894076000,40.15419495,-105.12913104,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894077000,40.15419498,-105.12913087,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894078000,40.15419504,-105.12913073,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894079000,40.15419508,-105.12913058,1603.437552028125,3,7,8,9,10,13,16,19,23,27,
1393894080000,40.15419512,-105.12913041,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894081000,40.15419518,-105.12913027,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894082000,40.15419519,-105.12913017,1603.5375276140625,3,7,8,9,10,13,16,19,23,27,
1393894083000,40.15419522,-105.12913006,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894084000,40.1541952,-105.12912999,1603.5375276140625,3,8,9,10,13,16,19,23,27,
1393894085000,40.15419521,-105.1291299,1603.5375276140625,3,8,9,10,13,16,19,23,27,
