1393893925000,40.01669531, -105.26663297,1603.0999755859375,3,7,8,9,10,13,16,19,23,27,28,
1393893926000,40.01669519, -105.26663306,1603.0999755859375,3,7,8,9,10,13,16,19,23,27,28,
1393893927000,40.01669508, -105.26663313,1603.0999755859375,3,7,8,9,10,13,16,19,23,27,28,
1393893928000,40.01669503, -105.26663316,1603.0999755859375,3,7,8,9,10,13,16,19,23,27,28,
1393893929000,40.01669494, -105.26663316,1603.0999755859375,3,7,8,9,10,13,16,19,23,27,28,
1393893930000,40.01669481, -105.2666332,1603.0999755859375,3,7,8,9,10,13,16,19,23,27,28,
1393893931000,40.01669463, -105.26663328,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893932000,40.01669455, -105.2666333,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893933000,40.01669441, -105.26663336,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893934000,40.01669425, -105.26663345,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893935000,40.01669404, -105.26663357,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893936000,40.01669386, -105.2666337,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893937000,40.01669371, -105.26663381,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893938000,40.01669361, -105.26663392,1603.199951171875,3,7,8,9,10,13,16,19,23,27,
1393893939000,40.01669355, -105.26663401,1603.199951171875,3,7,8,9,10,13,16,19,23,27,28,
1393893940000,40.01669351, -105.2666341,1603.199951171875,3,7,8,9,10,13,16,19,23,27,
1393893941000,40.01669349, -105.2666342,1603.199951171875,3,7,8,9,10,13,16,19,23,27,
1393893942000,40.01669345, -105.26663431,1603.199951171875,3,7,8,9,10,13,16,19,23,27,
1393893943000,40.01669348, -105.26663434,1603.300048828125,3,7,8,9,10,13,16,19,23,27,28,
1393893944000,40.01669348, -105.26663442,1603.300048828125,3,7,8,9,10,13,16,19,23,27,28,
1393893945000,40.01669344, -105.2666345,1603.300048828125,3,7,8,9,10,13,16,19,23,27,
1393893946000,40.01669341, -105.26663459,1603.300048828125,3,7,8,9,10,13,16,19,23,27,28,
