1393893925000,40.016695,-105.266633,1603.099976,3,7,8,9,10,13,16,19,23,27,28,
1393893926000,40.016695,-105.266633,1603.099976,3,7,8,9,10,13,16,19,23,27,28,
1393893927000,40.016695,-105.266633,1603.099976,3,7,8,9,10,13,16,19,23,27,28,
1393893928000,40.016695,-105.266633,1603.099976,3,7,8,9,10,13,16,19,23,27,28,
1393893929000,40.016695,-105.266633,1603.099976,3,7,8,9,10,13,16,19,23,27,28,
1393893930000,40.016695,-105.266633,1603.099976,3,7,8,9,10,13,16,19,23,27,28,
1393893931000,40.016695,-105.266633,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893932000,40.016695,-105.266633,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893933000,40.016694,-105.266633,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893934000,40.016694,-105.266633,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893935000,40.016694,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893936000,40.016694,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893937000,40.016694,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893938000,40.016694,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,
1393893939000,40.016694,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,28,
1393893940000,40.016694,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,
1393893941000,40.016693,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,
1393893942000,40.016693,-105.266634,1603.199951,3,7,8,9,10,13,16,19,23,27,
1393893943000,40.016693,-105.266634,1603.300049,3,7,8,9,10,13,16,19,23,27,28,
1393893944000,40.016693,-105.266634,1603.300049,3,7,8,9,10,13,16,19,23,27,28,
1393893945000,40.016693,-105.266635,1603.300049,3,7,8,9,10,13,16,19,23,27,
1393893946000,40.016693,-105.266635,1603.300049,3,7,8,9,10,13,16,19,23,27,28,
1393893947000,40.016693,-105.266635,1603.300049,3,7,8,9,10,13,16,19,23,27,
1393893948000,40.016693,-105.266635,1603.300049,3,7,8,9,10,13,16,19,23,27,
1393893949000,40.016693,-105.266635,1603.300049,3,7,8,9,10,13,16,19,23,27,28,
1393893950000,40.016693,-105.266635,1603.300049,3,7,8,9,10,13,16,19,23,27,
